Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.537979317,2.648675113,4.138267582,6.124353738,3.480174918,5.642861411,3.008047798,4.472312782,6.275867166,6.321142545,5.114968671,6.20786093,4.890435471,3.942138141,-0.363735704,4.578445375,5.079980802,-0.210653511,5.356699832,1.731485419,-0.14429446,2.011254359,2.973087981,0.051275257,2.498678492,2.301392779,1.357168015,3.295880217,3.887074766,4.345641544,3.441627449,2.09352471,0.526809466,2.402118766,2.667983662,2.349533852,2.09359939,3.581425815,3.556331247,3.375722147,1.267168189,1.651553922,0.941470921,2.735120222,2.244065325,3.454041836,3.727415301,1.460423676,-3.764578178,1.837093677,2.922797284,0.680445577,0.025504712,0.661272849,1.014501586,2.082608428,2.476443921,2.419763638,1.612959328,
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,935.4604269,1031.815004,1087.834243,1167.000532,1269.412583,1374.53214,1486.968606,1569.667183,1677.673528,1825.386126,2058.769079,2380.978443,2924.048871,3890.722456,4630.757207,5285.620724,5678.386638,6810.627729,8205.468927,9793.765307,10869.54642,9385.249018,9410.347225,9537.407431,8991.065076,9172.096769,13083.0727,16392.76957,17578.61894,17468.94619,21680.98969,22410.91174,24880.16407,24081.52781,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27174.29716,24564.45829,24537.51426,26401.74546,32222.89724,36821.52147,38403.13388,40635.28182,46855.77175,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50716.70871,51717.49594,44178.04738,45237.80509,47549.07904,51525.04643,50277.27509,
Austria,AUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.960717183,2.021469667,3.471466159,5.419336014,2.810012786,4.904479004,2.241009758,3.931241829,5.909495926,5.950496531,4.646942817,5.592381376,4.310905935,3.765373102,-0.099030352,4.763369811,5.03964782,-0.129830303,5.536447865,1.731377616,-0.398620288,1.938121157,3.13962803,0.057573587,2.450565666,2.236401922,1.29304523,3.149746826,3.420101733,3.55354779,2.41398613,0.976092332,-0.298754101,2.008761637,2.510912824,2.211434933,1.977975908,3.467829941,3.355044661,3.12743665,0.880259098,1.152676331,0.450946527,2.099711169,1.549877317,2.943417859,3.391730827,1.143307119,-4.016340042,1.592577128,2.576448318,0.222450577,-0.562298943,-0.122370667,-0.11154019,0.984638283,1.767087438,1.922118652,1.194628903,
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19436.76437,20579.13804,21253.56497,21692.13399,22600.3979,23653.65842,24516.64812,25418.14922,26674.52283,27606.48303,29387.0283,29715.51204,31178.69333,32109.13812,33743.19828,35013.71404,37616.74016,39389.68501,41316.22518,40957.50075,42037.49048,44452.73275,46457.34578,47922.04912,48799.71547,49879.26647,52633.25429,54637.00128,56871.2114,59110.56256,
Austria,AUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49E+11,1.60E+11,1.67E+11,1.71E+11,1.79E+11,1.88E+11,1.95E+11,2.03E+11,2.13E+11,2.21E+11,2.35E+11,2.39E+11,2.52E+11,2.61E+11,2.76E+11,2.88E+11,3.11E+11,3.27E+11,3.44E+11,3.42E+11,3.52E+11,3.73E+11,3.92E+11,4.06E+11,4.17E+11,4.31E+11,4.60E+11,4.81E+11,5.03E+11,5.25E+11,
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8858006036,8792365811,4991350458,3970953396,3313939554,3052467522,3176703092,3962735257,4446370371,4581246713,5272617196,5707720391,6235856820,7276013032,8680370408,13245716099,20982986344,33050343783,48852482960,44291490421,52902703376,65951627200,69683935845,74164435946,75244294275,53074370486,37867518957,40865558912,47112941176,48047647059,
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.700000183,-22.60000005,-23.09999931,-19.70000072,-11.79999973,1.299999465,5.800000012,10.00000117,7.399999587,11.0999995,9.90000013,9.438916342,10.20830001,9.253801326,27.96153807,34.46620936,25.46321591,10.59143729,9.369074777,4.789242792,-1.572997621,2.202939023,5.843415762,2.797585434,1.049546368,-3.063598454,0.153614647,1.500401707,2.218704277,
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.324492,1209.237493,676.1515115,529.8136618,436.216869,397.1981161,409.2107552,505.5637747,561.9070354,573.8932966,655.0974326,703.6838434,763.080638,883.6439965,1045.009379,1578.40239,2473.081819,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4147.089716,4739.84171,4793.58702,
Azerbaijan,AZE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.229583456,-23.76383099,-24.25939892,-20.77813682,-12.8099672,0.282171311,4.784282218,8.960888302,6.461582378,10.19102962,9.051822301,8.625351139,9.37646097,8.301538012,26.66009473,32.99706632,24.04867893,8.293390791,7.121819526,3.54986089,-2.847182953,0.853886052,4.483203027,1.522431572,-0.147024804,-4.141174903,-0.824348483,0.62488441,1.366684408,
Azerbaijan,AZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360.070529,5417.78633,4224.438786,3275.423184,2650.261176,2359.216402,2409.193306,2567.987405,2829.595097,3055.925307,3442.631932,3836.599591,4233.440063,4716.377612,5245.425251,6850.813019,9387.109349,11957.39117,13200.94071,14248.89246,14926.63764,14804.57445,15957.71885,17188.94551,17443.87826,14938.40113,14371.02274,14121.40694,14544.95336,15000.8165,
Azerbaijan,AZE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38372744920,39392724404,31184807122,24549296764,20134034153,18130578048,18702567635,20128527280,22390586001,24394687744,27708367369,31119426600,34595460526,38835124894,43571124846,57490995229,79645398628,1.03E+11,1.16E+11,1.27E+11,1.35E+11,1.36E+11,1.48E+11,1.62E+11,1.66E+11,1.44E+11,1.40E+11,1.39E+11,1.45E+11,1.50E+11,
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3072698328,3467819149,3645744681,3735106383,3905585106,3651861702,3052393617,3392021011,3702393617,3863563830,4229787234,4616223404,4751063830,5200265957,5567553457,5849467819,6101861436,6349202394,6183776596,6621010372,9062898936,8976196809,9593510638,11074813830,13150159574,15968723404,18504760638,21730000000,25710904255,22938218085,25713271277,28776595745,30749308511,32539468085,33387712766,31125851064,32250132979,35423643617,37652500000,38574069149,
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-5.316697353,-7.556217712,6.3763768,5.003646045,-4.758268538,1.182993916,10.39900933,6.999991649,0.364007138,4.437997176,11.22999878,6.689998367,12.87000667,-0.250001485,3.929991545,4.110006115,3.092999787,4.790002789,4.29999896,5.300070056,2.490948108,3.348550668,6.296441979,6.980960594,6.768997871,6.467000122,8.293960448,6.245010775,2.539885936,4.334299173,1.983515012,3.72810843,5.41683981,4.350390853,2.863047304,3.473516575,3.81170619,1.957183297,1.819569006,
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,8537.929379,9269.269617,9446.158002,9421.285655,9590.730202,8706.766601,7041.601959,7555.100464,7958.747925,8030.904659,8528.983334,9055.679936,9082.758533,9698.189063,10130.50523,10376.9717,10544.70357,10672.16601,10076.22062,10401.54581,13636.39623,12868.26916,13049.80322,14222.0368,15846.54414,17959.25544,19307.60966,20976.54353,23066.53376,19355.90467,20722.13729,22514.23795,23654.35139,24744.29696,24989.40012,22688.9444,22619.11667,23709.43047,23991.05668,23503.97713,
Bahrain,BHR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-8.91857045,-10.38977114,3.557947772,2.226325715,-7.529268207,-2.097026917,6.589874548,3.267626367,-2.950744059,1.312002572,8.21250103,3.971992306,10.10745847,-2.677217629,1.327763929,1.416876259,0.274508833,1.58517378,0.557402213,0.852697132,-2.348075732,-1.937486192,0.350072344,0.388663246,-0.354026626,-1.226162597,0.192081605,-1.258588804,-3.554572872,-0.356144991,-0.991929406,1.989229927,4.207498841,2.706652046,0.180519551,-0.441055395,-0.93275408,-2.938835675,-2.630801304,
Bahrain,BHR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26875.5967,30066.26308,31972.89073,36038.63154,35822.75739,37059.51522,38272.78837,39039.63478,40104.84514,40910.65311,42181.84257,42094.88315,41932.24131,42860.48222,44185.44503,45400.49528,46200.87689,47533.08856,47847.78695,46498.80416,46873.09888,47377.57244,50675.58204,51494.41172,51101.90053,45686.24664,44790.08785,47642.44829,47333.4912,46891.85984,
Bahrain,BHR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13328441547,15326578270,16724571520,19324274619,19687578476,20890337553,22147161352,23225888958,24612343460,26041308042,28034516575,29363075270,30826319472,33375800391,36667026445,40368485982,44279752028,49240429570,53333105096,55104616844,58162953476,60555691597,65875368138,67716644747,68275971746,62674723144,63861304143,71181343281,74287027092,76957607395,
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,4274893913,4817580184,5081413340,5319458351,5386054619,5906636557,6439687598,7253575399,7483685474,8471006101,8992721809,8751842840,6288245867,8086725729,12512460520,19448348073,10117113333,9651149302,13281767143,15565480322,18138049096,20249694002,18525399202,17609048822,18920840000,22278423077,21774033333,24298032258,26579005760,28781714764,31598341234,30957483950,31708874594,33166519418,33768660883,37939748769,46438484108,48244309133,49984559471,51270569884,53369787319,53991289844,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02E+11,1.15E+11,1.29E+11,1.33E+11,1.50E+11,1.73E+11,1.95E+11,2.21E+11,2.50E+11,2.74E+11,3.03E+11,
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.058160825,5.45303097,-0.45589429,10.95278855,1.606258229,2.566812001,-1.87586392,9.489454015,1.220857909,5.619852293,-5.479483027,-13.9737287,3.325680199,9.5919563,-4.088214092,5.661361201,2.67305605,7.073837733,4.801634601,0.819141869,7.233943695,2.134327836,3.8810464,4.803310015,3.342014654,4.173382559,3.772401853,2.416256856,2.836582129,5.622258162,3.485227815,5.442685551,4.711561724,3.890126441,5.121277897,4.522919218,4.489896497,5.177026873,4.670156368,5.293294718,5.077287776,3.83312394,4.739567399,5.23953291,6.535944941,6.671904981,7.058599357,6.013789759,5.045124794,5.571802274,6.46438388,6.521435078,6.013610365,6.061059359,6.552639879,7.11350246,7.284184092,7.863708893,8.152684947,
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,89.03524128,97.59527391,100.1221158,101.9014145,100.2211135,106.6466482,112.6653588,122.8706306,122.8475935,135.1473813,140.002714,133.551423,94.38167846,119.5597434,182.0199894,277.5706409,141.1971688,131.3732434,176.0339498,200.7696641,227.7519465,247.6496198,220.7188101,204.4176782,213.9966579,245.4539042,233.6580471,253.9744631,270.6996009,285.829214,306.2687038,293.1604155,293.6449985,300.5557532,299.5330397,329.4240846,394.7174751,401.4986908,407.4291862,409.5431969,418.0689683,415.0344266,413.0802546,446.3106592,475.2919198,499.4619402,509.6401429,558.0518603,634.9870565,702.26441,781.1535936,861.7584443,883.1050005,981.8398792,1118.853663,1248.453398,1401.620466,1563.913857,1698.350394,1855.739824,
Bangladesh,BGD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.159048781,2.566308889,-3.220615992,7.773972911,-1.408619097,-0.613934047,-4.995057714,6.102950203,-1.623463707,3.066662145,-7.353332625,-15.38638069,1.779977593,7.830789146,-5.900693482,3.322466535,0.141710082,4.254798361,1.991281903,-1.852564743,4.443148282,-0.499719454,1.215517142,2.107824498,0.669020608,1.464268357,1.07853906,-0.207285397,0.274083217,3.086984024,1.106644289,3.114221223,2.465580527,1.690415604,2.901246047,2.319628112,2.306687056,3.014679513,2.574209027,3.257499679,3.113805084,1.960382474,2.941853266,3.553360233,4.965842913,5.244531351,5.753420689,4.806170346,3.878501409,4.390980367,5.25309563,5.298244958,4.794401642,4.856108324,5.368770649,5.950927422,6.142103948,6.737017522,7.031583836,
Bangladesh,BGD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850.5049937,888.9973526,937.5730556,983.4511052,1021.430916,1073.104203,1118.100879,1163.617138,1212.188039,1261.344434,1331.548275,1403.126044,1453.2619,1523.79715,1620.424729,1753.874295,1901.716187,2065.154477,2206.509932,2309.563194,2439.069568,2620.822484,2937.588452,3143.518357,3367.995525,3555.50551,3849.110987,4161.090135,4546.227418,4950.743581,
Bangladesh,BGD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87748263788,93877344335,1.01E+11,1.09E+11,1.15E+11,1.24E+11,1.32E+11,1.40E+11,1.49E+11,1.58E+11,1.70E+11,1.83E+11,1.93E+11,2.05E+11,2.22E+11,2.44E+11,2.68E+11,2.95E+11,3.18E+11,3.37E+11,3.60E+11,3.91E+11,4.44E+11,4.80E+11,5.20E+11,5.56E+11,6.08E+11,6.64E+11,7.34E+11,8.07E+11,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21650000000,18000000000,17037037037,16280991736,14932024169,13972676841,14756846154,14128408566,15222012660,12138486532,12736856828,12354820144,14594249023,17827791321,23144351852,30207567317,36954312354,45277399814,60763483146,50874078052,57222490769,61757788945,65685102555,75527984234,78813839984,56454734397,47722657821,54726595249,60031262269,63080457023,
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.19999557,-9.600001396,-7.600001842,-11.7000039,-10.40000049,2.800004651,11.40000541,8.39999142,3.399999163,5.80000344,4.725305994,5.04526748,7.043192559,11.44974311,9.400001524,9.999994812,8.600006536,10.19999944,0.19999531,7.798266823,5.37870745,1.687135536,1.003470841,1.726384854,-3.829570558,-2.526446436,2.5321835,3.149197594,1.222096629,
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.840514,1765.744556,1667.681777,1590.095882,1460.059076,1370.676559,1452.445488,1396.501786,1511.770053,1210.61172,1276.288034,1244.373185,1479.314583,1819.766059,2378.623286,3125.810535,3847.434124,4735.657608,6377.369732,5351.355382,6029.3968,6519.230195,6940.159254,7978.872615,8318.51269,5949.106307,5022.626643,5761.74712,6330.075246,6663.295293,
Belarus,BLR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.24845545,-9.794676413,-7.80756117,-11.59639581,-10.10994752,3.144020414,11.87348571,8.916745774,3.835822934,6.299636448,5.263892131,5.716082411,7.794917912,12.21261832,10.14976717,10.6755868,9.099459979,10.58130499,0.423651191,7.982069183,5.572385837,1.780361776,0.987444297,1.63497133,-3.982648864,-2.648709831,2.567482608,3.309792107,1.400047931,
Belarus,BLR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232.078293,5341.485262,4928.1088,4650.988237,4199.440345,3854.031976,4047.990731,4606.719594,5073.961933,5344.658213,5808.357426,6248.211382,6709.845503,7367.193779,8489.484087,9642.429792,10994.76674,12317.4565,13885.74672,14050.88031,15349.22813,16543.04373,18071.5056,18948.46847,18955.90703,18041.2425,17725.75218,18280.19892,19330.86888,19943.29252,
Belarus,BLR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53309645725,54451100763,50345559504,47621468559,42947676408,39288001961,41127585825,46606182134,51089722708,53589487605,57965141851,62035672869,66196302880,72174548288,82603919630,93183621902,1.06E+11,1.18E+11,1.32E+11,1.34E+11,1.46E+11,1.57E+11,1.71E+11,1.79E+11,1.80E+11,1.71E+11,1.68E+11,1.74E+11,1.83E+11,1.89E+11,
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,11658722591,12400145222,13264015675,14260017387,15960106681,17371457608,18651883472,19992040788,21376353113,23710735895,26706196127,29821661541,37209417835,47743801490,56033078190,65678188659,71113883177,82839905346,1.01E+11,1.16E+11,1.27E+11,1.05E+11,92095926629,87184238659,83349529880,86268264488,1.20E+11,1.49E+11,1.62E+11,1.64E+11,2.05E+11,2.11E+11,2.35E+11,2.25E+11,2.45E+11,2.88E+11,2.79E+11,2.53E+11,2.59E+11,2.58E+11,2.36E+11,2.37E+11,2.57E+11,3.17E+11,3.69E+11,3.86E+11,4.08E+11,4.70E+11,5.15E+11,4.81E+11,4.81E+11,5.23E+11,4.96E+11,5.22E+11,5.35E+11,4.62E+11,4.76E+11,5.04E+11,5.43E+11,5.30E+11,
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.978423063,5.212003509,4.351584282,6.956684733,3.56065984,3.155894982,3.868146947,4.194129625,6.629799795,5.591821536,3.985827299,5.295604448,6.381702062,4.565258068,-1.965941534,5.652745841,0.626154821,2.841896578,2.341073038,4.444054024,-0.279283605,0.59498692,0.311842765,2.466382618,1.651792852,1.822762159,2.306659389,4.723208932,3.469166805,3.137402462,1.833074279,1.530654836,-0.96187309,3.226971466,2.384757207,1.321478488,3.793644861,1.961840751,3.542734277,3.716677113,1.09961616,1.706889159,1.037953053,3.571192891,2.32173738,2.552353767,3.676918241,0.446916545,-2.020725816,2.864285327,1.694497446,0.739229905,0.45922805,1.57852323,2.032788973,1.478300769,1.903862139,1.487634836,1.404455201,
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.691659,1350.197673,1438.523233,1535.023729,1701.846276,1835.594766,1957.62608,2086.636005,2222.361511,2458.08182,2765.891005,3082.927955,3831.631881,4900.962201,5733.798171,6701.377316,7243.047362,8426.946948,10289.76835,11810.61588,12864.00254,10622.80246,9343.861144,8846.234258,8457.268775,8750.818547,12170.04069,15135.85227,16391.09382,16525.06178,20600.37525,21041.66064,23372.61913,22283.93601,24208.55484,28413.82644,27489.55518,24820.93805,25338.44329,25244.27505,23041.53473,22995.15752,24887.56133,30587.66841,35364.37533,36795.97688,38672.70594,44262.896,48106.89292,44583.54481,44141.87814,47348.52502,44673.11588,46744.66254,47700.54036,40991.80814,41998.33575,44288.50804,47491.32326,46116.69923,
Belgium,BEL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.630257134,4.794034518,3.574353541,5.949139356,2.624444661,2.461462453,3.291575742,3.785044364,6.328283647,5.487744868,3.796488758,4.884087946,6.047488803,4.23677759,-2.248829614,5.464139928,0.501978683,2.745989877,2.249127599,4.329008423,-0.276653781,0.622329217,0.319812326,2.467921376,1.621518929,1.786469984,2.219477939,4.390795061,3.093998948,2.830268121,1.455371728,1.119565753,-1.347999491,2.909318711,2.170550201,1.123696522,3.542776327,1.744356305,3.305697348,3.465450305,0.752480191,1.25198916,0.615850408,3.123917516,1.760455919,1.878186998,2.918375182,-0.343464812,-2.805903633,1.928756882,0.38001833,0.116415122,-0.013162462,1.128585855,1.443273424,0.965814583,1.51205507,1.026728438,0.901135132,
Belgium,BEL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18653.79622,19565.28482,20235.19857,20435.40844,21479.00662,22405.3678,22703.99645,23724.26593,24368.44486,25440.84119,27794.97786,28800.38793,30282.28865,30899.06542,32034.01508,33177.89095,35216.64971,36752.98285,37883.33194,37785.86817,39866.72727,40942.37271,42290.76205,43671.11959,44929.68559,46213.26653,48608.95778,50725.18631,52249.57346,54545.15088,
Belgium,BEL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86E+11,1.96E+11,2.03E+11,2.06E+11,2.17E+11,2.27E+11,2.31E+11,2.42E+11,2.49E+11,2.60E+11,2.85E+11,2.96E+11,3.13E+11,3.21E+11,3.34E+11,3.48E+11,3.71E+11,3.91E+11,4.06E+11,4.08E+11,4.34E+11,4.52E+11,4.70E+11,4.87E+11,5.04E+11,5.21E+11,5.51E+11,5.77E+11,5.97E+11,6.26E+11,
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255802469,1866572954,2786045322,3671816504,4116699437,4685733115,5505887894,5748993411,6651106833,8369878823,10596205714,11222953519,12864610994,15778767670,19112739664,17613836210,17176781337,18644723861,17226849297,18178503835,18558343508,16211541253,16913330694,18080118128,20183498491,20047848435,
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7999984,88.95766682,34.38957382,15.59999682,9.599999696,5.500000506,4.39999928,5.300000633,3.999999711,6.099966798,8.759256846,5.417270192,5.855585079,5.426726476,-3.002752748,0.767250351,0.908241482,-0.699614302,2.351035695,1.148032021,3.088227143,3.145652289,2.118461623,3.716250749,2.582627866,
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0130351,487.4767772,740.0985068,982.8018491,1102.390983,1251.747261,1467.776477,1530.814816,1769.199828,2224.745864,2814.999895,2980.602109,3416.510596,4193.373652,5090.932345,4714.702495,4635.517779,5092.551943,4778.636088,5131.394506,5329.635045,4727.277546,4994.68314,5394.59122,6072.180992,6073.265203,
Bosnia and Herzegovina,BIH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.19061984,92.2015591,35.40952697,15.6536435,9.335994956,5.28001056,4.279462215,5.191462326,3.922984646,6.043001607,8.726415305,5.414666553,5.929797918,5.665843092,-2.526767726,1.595748057,2.129142525,0.848519657,4.15290947,2.905462898,4.673706877,4.458295013,3.176962825,4.577388604,3.295174693,
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.1351971,1208.524795,2365.334748,3258.118918,3810.544348,4226.449708,4549.076518,4751.136926,5136.513774,5373.217922,6200.652275,6479.676121,7405.055694,8188.019046,9028.824303,9037.344147,9354.550815,9976.496637,10304.07475,11016.54419,11433.16261,12013.91994,12990.01581,13788.48206,14932.37321,15791.67474,
Bosnia and Herzegovina,BIH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752039579,4627501868,8904125257,12172560345,14229856747,15821097421,17064386657,17842951739,19310143107,20214975389,23340458089,24398125368,27883174430,30809763434,33896653245,33762957418,34663026118,36525700073,37145900944,39027264522,39811461257,41200068497,43987661862,46212469927,49634148336,52128318315,
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,15165569913,15236854859,19926293839,23021477292,21211892260,21790035117,27062716578,30591834054,33875881876,37458898244,42327600098,49204456700,58539008786,79279057731,1.05E+11,1.24E+11,1.53E+11,1.76E+11,2.01E+11,2.25E+11,2.35E+11,2.64E+11,2.82E+11,2.03E+11,2.09E+11,2.23E+11,2.68E+11,2.94E+11,3.30E+11,4.26E+11,4.62E+11,6.03E+11,4.01E+11,4.38E+11,5.58E+11,7.69E+11,8.50E+11,8.83E+11,8.64E+11,5.99E+11,6.55E+11,5.59E+11,5.08E+11,5.58E+11,6.69E+11,8.92E+11,1.11E+12,1.40E+12,1.70E+12,1.67E+12,2.21E+12,2.62E+12,2.47E+12,2.47E+12,2.46E+12,1.80E+12,1.80E+12,2.06E+12,1.89E+12,1.84E+12,
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.27591155,5.21605942,0.874672592,3.485582304,3.053487894,4.150360233,4.915265675,11.42728238,9.73582689,8.769947472,11.29508684,12.05280225,13.97869165,9.042120313,5.209075901,9.790410161,4.606318061,3.231709563,6.766284965,9.110960155,-4.3933572,0.580245553,-3.409793474,5.26914315,7.945861749,7.988295105,3.599629467,-0.102672718,3.279458858,-3.102355949,1.511937238,-0.466913212,4.66516899,5.334551702,4.416731355,2.207535527,3.394845985,0.338097903,0.467937567,4.387949443,1.389896403,3.053461858,1.140828998,5.759964639,3.20213138,3.961988722,6.069870608,5.094195447,-0.125811999,7.52822583,3.974425406,1.921150318,3.004846305,0.50395574,-3.545763393,-3.275916908,1.322869054,1.317223999,1.136585572,
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,210.1098994,205.0407683,260.4256531,292.2521363,261.6666196,261.3543545,315.7972029,347.4930561,374.7867754,403.8842673,445.0231006,504.7495161,586.214405,775.2733003,1004.10491,1153.830958,1390.624975,1567.006182,1744.257129,1908.487627,1947.27643,2132.883317,2226.767261,1570.539747,1578.926417,1648.082104,1941.491109,2087.307605,2300.376844,2908.496158,3100.280468,3975.390089,2596.919876,2791.209124,3500.61149,4748.215529,5166.163745,5282.008828,5087.152221,3478.37273,3749.75325,3156.798718,2829.283192,3070.910491,3637.462389,4790.437088,5886.463588,7348.030794,8831.023117,8597.915352,11286.24302,13245.6125,12370.0242,12300.32488,12112.58821,8814.000987,8710.09669,9925.386238,9001.234249,8717.186278,
Brazil,BRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,7.111910794,2.186699995,-2.017297885,0.55976586,0.199509199,1.327156614,2.127431792,8.52869254,6.944075114,6.063484762,8.589679999,9.386159111,11.30351857,6.494100522,2.746057209,7.21568954,2.155087711,0.814360455,4.26894732,6.56557614,-6.618770973,-1.747830151,-5.611357687,2.93548107,5.639294158,5.771720735,1.553477327,-2.005575658,1.373216127,-4.841871,-0.2584622,-2.151852029,2.93706716,3.627584918,2.74937515,0.596456353,1.790610798,-1.18436657,-1.009139625,2.911826443,0.013369738,1.709474389,-0.122936492,4.497077078,2.026307404,2.834754095,4.974704674,4.054409568,-1.081943896,6.524372804,3.026406873,1.014509775,2.108911835,-0.352479218,-4.351483989,-4.069407164,0.508336054,0.526155826,0.379344236,
